supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day_1,month,year,hour,item_no_cat,total_cat,paid_cat,change_cat
tumaini,4,3,274,1000,726,cash,yes,yes,yes,no,no,no,no,22/08/2017,no,16:27:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,B,1,1,1
tumaini,1,1,30,50,20,cash,no,yes,no,no,no,no,no,22/08/2017,no,12:47:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,12,A,1,1,1
tumaini,1,1,150,200,50,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:22:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,2,1,100,100,0,cash,no,no,yes,no,no,no,no,22/08/2017,no,15:51:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
tumaini,1,1,45,45,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,17:33:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,2,2,90,200,110,cash,yes,yes,no,no,no,no,no,22/08/2017,no,17:29:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,96,100,4,cash,no,no,yes,no,no,no,no,22/08/2017,no,16:33:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,2,2,106,500,394,cash,yes,yes,no,no,no,no,no,22/08/2017,no,17:39:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,135,200,65,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:59:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,2,1,305,505,200,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:05:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,6,2,390,1000,610,cash,no,yes,yes,no,no,no,no,22/08/2017,no,16:53:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,B,1,1,1
tumaini,2,2,89,100,11,cash,no,yes,yes,no,no,no,no,22/08/2017,no,16:32:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,2,2,105,110,5,cash,no,yes,yes,no,no,no,no,22/08/2017,no,16:51:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,2,2,530,1030,500,cash,yes,yes,no,no,no,no,no,22/08/2017,no,17:14:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,2,2,310,1000,690,cash,no,yes,no,yes,no,no,no,22/08/2017,no,16:53:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,5,4,658,1000,342,cash,yes,yes,yes,yes,no,no,no,22/08/2017,no,17:18:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,1,1,1
tumaini,2,1,216,500,284,cash,no,yes,no,no,no,no,no,22/08/2017,no,16:59:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,2,1,100,100,0,cash,no,no,yes,no,no,no,no,22/08/2017,no,16:50:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,2,2,150,150,0,mpesa,no,yes,yes,no,no,no,no,22/08/2017,no,17:07:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,88,1000,912,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:51:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,3,2,200,500,300,cash,yes,yes,no,no,no,no,no,22/08/2017,no,15:48:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,B,1,1,1
tumaini,3,1,887,1000,113,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:15:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,1,1,1
tumaini,9,4,497,497,0,mpesa,yes,yes,yes,yes,no,no,no,22/08/2017,no,17:20:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,1,1,1
tumaini,2,1,90,100,10,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:19:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,25,25,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,16:37:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,3,2,250,250,0,mpesa,no,yes,no,yes,no,no,no,22/08/2017,no,16:58:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,B,1,1,1
tumaini,2,2,137,500,363,cash,yes,no,no,yes,no,no,no,22/08/2017,no,15:04:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
tumaini,2,1,173,500,327,cash,no,yes,no,no,no,no,no,22/08/2017,no,14:37:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
tumaini,1,1,55,500,445,cash,no,no,yes,no,no,no,no,22/08/2017,no,14:32:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
tumaini,2,1,129,1000,891,cash,yes,no,no,no,no,no,no,22/08/2017,no,13:44:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,13,A,1,1,1
tumaini,1,1,282,500,218,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:41:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
tumaini,1,1,76,500,424,cash,yes,no,no,no,no,no,no,22/08/2017,no,14:34:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
tumaini,3,2,225,1000,775,cash,yes,yes,no,no,no,no,no,22/08/2017,no,14:59:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,B,1,1,1
tumaini,2,2,117,1007,890,cash,yes,no,yes,no,no,no,no,22/08/2017,no,15:01:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
tumaini,1,1,470,500,30,cash,yes,no,no,no,no,no,no,22/08/2017,no,14:33:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
tumaini,2,2,129,500,371,cash,yes,no,no,yes,no,no,no,22/08/2017,no,17:33:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,5,2,692,692,0,mpesa,yes,yes,no,no,no,no,no,22/08/2017,no,17:18:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,1,1,1
tumaini,1,1,40,100,60,cash,no,no,yes,no,no,no,no,22/08/2017,no,17:14:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,4,1,275,275,0,mpesa,no,yes,no,no,no,no,no,22/08/2017,no,17:29:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,1,1,1
tumaini,4,1,840,1000,160,cash,no,no,no,yes,no,no,no,22/08/2017,no,17:27:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,1,1,1
tumaini,1,1,182,200,18,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:15:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,50,200,150,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:09:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,67,67,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:48:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,50,50,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:09:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,30,50,20,cash,no,no,no,no,no,yes,no,22/08/2017,no,17:08:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,2,2,164,164,0,cash,no,yes,yes,no,no,no,no,22/08/2017,no,17:00:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,1,1,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,17:40:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,340,340,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:50:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,450,450,0,mpesa,no,no,no,yes,no,no,no,22/08/2017,no,17:47:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
tumaini,1,1,170,170,0,mpesa,yes,no,no,no,no,no,no,22/08/2017,no,15:30:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
tumaini,2,2,115,1000,885,cash,no,yes,yes,no,no,no,no,22/08/2017,no,15:39:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
tumaini,4,2,283,400,117,cash,yes,no,no,yes,no,no,no,22/08/2017,no,15:36:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,B,1,1,1
tumaini,1,1,30,200,170,cash,no,yes,no,no,no,no,no,22/08/2017,no,15:38:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
tumaini,2,1,220,250,30,cash,no,no,yes,no,no,no,no,22/08/2017,no,14:49:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
tumaini,1,1,85,500,415,cash,no,no,no,yes,no,no,no,22/08/2017,no,14:49:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
tumaini,1,1,76,500,424,cash,yes,no,no,no,no,no,no,22/08/2017,no,14:46:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
tumaini,1,1,110,500,390,cash,no,no,yes,no,no,no,no,22/08/2017,no,14:47:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
tumaini,6,3,557,1000,443,cash,yes,no,yes,yes,no,no,no,22/08/2017,no,14:51:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,B,1,1,1
tumaini,1,1,180,200,20,cash,yes,no,no,no,no,no,no,22/08/2017,no,15:15:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
tumaini,1,1,67,100,33,cash,yes,no,no,no,no,no,no,22/08/2017,no,12:43:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,12,A,1,1,1
tumaini,12,3,1876,2000,124,cash,yes,yes,yes,no,no,no,no,22/08/2017,no,17:11:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,4,1,1
cleanshelf,1,1,96,100,4,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:03:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
cleanshelf,3,2,547,1000,453,cash,yes,no,no,yes,no,no,no,22/08/2017,no,16:18:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,B,1,1,1
cleanshelf,2,2,144,200,56,cash,yes,no,yes,no,no,no,no,22/08/2017,no,16:53:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,90,100,10,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:57:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,65,1000,935,cash,no,no,yes,no,no,no,no,22/08/2017,no,15:15:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
cleanshelf,1,1,100,100,0,cash,yes,no,no,no,no,no,no,21/08/2017,no,22:19:00,night,chain,ongata rongai,mid,Monday,weekday,no,21,8,2017,22,A,1,1,1
cleanshelf,8,2,612,1000,388,cash,yes,no,yes,no,no,no,no,22/08/2017,no,16:44:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,B,1,1,1
cleanshelf,2,1,143,200,57,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:46:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,2,2,430,1000,570,cash,yes,no,no,yes,no,no,no,22/08/2017,no,16:53:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,170,200,30,cash,no,no,no,yes,no,no,no,22/08/2017,no,17:05:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
cleanshelf,1,1,40,50,10,cash,no,yes,no,no,no,no,no,22/08/2017,no,16:36:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,100,200,100,cash,yes,no,no,no,no,no,no,22/08/2017,no,17:02:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
cleanshelf,2,1,245,1000,755,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:33:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,45,500,455,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:58:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,5,3,283,500,217,cash,yes,no,yes,yes,no,no,no,22/08/2017,no,17:01:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,1,1,1
cleanshelf,4,2,474,1000,526,cash,yes,no,yes,no,no,no,no,22/08/2017,no,17:10:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,B,1,1,1
cleanshelf,1,1,60,1000,940,cash,no,no,yes,no,no,no,no,22/08/2017,no,17:10:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,17,A,1,1,1
cleanshelf,2,2,265,265,0,redeemed points,yes,no,yes,no,no,no,no,22/08/2017,no,13:21:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,13,A,1,1,1
cleanshelf,7,2,845,845,0,cash,yes,no,no,yes,no,no,no,22/08/2017,no,14:11:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,B,1,1,1
cleanshelf,6,2,566,1000,434,cash,yes,no,yes,no,no,no,no,22/08/2017,no,15:38:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,B,1,1,1
cleanshelf,1,1,51,51,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,14:44:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
cleanshelf,1,1,200,200,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:59:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,5,2,635,1000,365,cash,yes,no,no,yes,no,no,no,22/08/2017,no,12:52:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,12,B,1,1,1
cleanshelf,1,1,90,100,10,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:46:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,205,220,15,cash,no,no,no,no,no,yes,no,22/08/2017,no,16:40:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,2,1,159,200,41,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:57:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,90,100,10,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:46:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,55,60,5,cash,no,no,yes,no,no,no,no,22/08/2017,no,16:32:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,2,1,140,200,60,cash,yes,no,no,no,no,no,no,22/08/2017,no,15:49:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
cleanshelf,2,1,85,85,0,cash,no,no,yes,no,no,no,no,22/08/2017,no,15:03:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
cleanshelf,2,2,150,200,50,cash,yes,no,yes,no,no,no,no,22/08/2017,no,12:38:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,12,A,1,1,1
cleanshelf,1,1,65,65,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:49:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,3,2,455,500,45,cash,yes,yes,no,no,no,no,no,22/08/2017,no,16:54:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,B,1,1,1
cleanshelf,2,2,265,265,0,redeemed points,yes,no,yes,no,no,no,no,22/08/2017,no,13:21:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,13,A,1,1,1
cleanshelf,1,1,52,60,8,cash,yes,no,no,no,no,no,no,22/08/2017,no,13:28:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,13,A,1,1,1
cleanshelf,1,1,100,100,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,15:05:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
cleanshelf,6,2,515,515,0,card,no,no,yes,no,no,yes,no,22/08/2017,no,15:28:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,B,1,1,1
cleanshelf,1,1,200,200,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,15:15:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
cleanshelf,1,1,80,100,20,cash,yes,no,no,no,no,no,no,22/08/2017,no,14:44:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
cleanshelf,1,1,70,1000,930,cash,yes,no,no,no,no,no,no,22/08/2017,no,14:05:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
cleanshelf,1,1,99,100,1,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:02:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,1,1,80,100,20,cash,no,yes,no,no,no,no,no,22/08/2017,no,14:37:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
cleanshelf,1,1,40,40,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,14:14:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
cleanshelf,1,1,50,50,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,15:30:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,15,A,1,1,1
cleanshelf,1,1,40,40,0,cash,no,yes,no,no,no,no,no,22/08/2017,no,14:47:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,A,1,1,1
cleanshelf,1,1,70,70,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,13:29:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,13,A,1,1,1
cleanshelf,1,1,88,500,412,cash,yes,no,no,no,no,no,no,22/08/2017,no,16:24:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,16,A,1,1,1
cleanshelf,9,1,1075,1100,25,cash,yes,no,no,no,no,no,no,22/08/2017,no,14:36:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,14,B,1,1,1
cleanshelf,2,2,145,1000,855,cash,no,yes,yes,no,no,no,no,22/08/2017,no,12:20:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,12,A,1,1,1
cleanshelf,2,2,145,1000,855,cash,no,yes,yes,no,no,no,no,22/08/2017,no,12:20:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,12,A,1,1,1
cleanshelf,2,1,120,120,0,cash,yes,no,no,no,no,no,no,22/08/2017,no,13:01:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,13,A,1,1,1
cleanshelf,1,1,25,55,30,cash,no,no,yes,no,no,no,no,22/08/2017,no,12:34:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017,12,A,1,1,1
tumaini,1,1,147,200,53,cash,yes,no,no,no,no,no,no,26/08/2017,no,14:06:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,A,1,1,1
tumaini,2,1,122,150,28,cash,no,no,no,yes,no,no,no,26/08/2017,no,18:00:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,18,A,1,1,1
tumaini,1,1,200,200,0,cash,yes,no,no,no,no,no,no,26/08/2017,no,13:12:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,13,A,1,1,1
tumaini,4,2,347,1000,653,cash,yes,no,yes,no,no,no,no,26/08/2017,no,15:41:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,B,1,1,1
tumaini,2,1,100,200,100,cash,no,no,no,yes,no,no,no,26/08/2017,no,17:13:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,1,1,79,500,421,cash,no,no,yes,no,no,no,no,26/08/2017,no,14:31:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,A,1,1,1
tumaini,2,1,273,273,0,mpesa,yes,no,no,no,no,no,no,26/08/2017,no,14:30:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,A,1,1,1
tumaini,2,1,335,400,65,cash,no,no,no,yes,no,no,no,26/08/2017,no,17:59:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,1,1,230,300,70,cash,no,no,no,yes,no,no,no,26/08/2017,no,17:15:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,4,2,454,500,46,cash,yes,no,no,yes,no,no,no,26/08/2017,no,16:26:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,B,1,1,1
tumaini,2,1,101,101,0,cash,yes,no,no,no,no,no,no,26/08/2017,no,14:31:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,A,1,1,1
tumaini,4,2,195,200,5,cash,no,yes,yes,no,no,no,no,26/08/2017,no,17:49:00,evening,chain,ongata rongai,mid,saturday,weekday,no,26,8,2017,17,B,1,1,1
tumaini,4,2,403,500,97,cash,yes,no,no,yes,no,no,no,26/08/2017,no,16:28:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,B,1,1,1
tumaini,1,1,60,100,40,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:44:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,1,1,99,99,0,cash,no,no,yes,no,no,no,no,26/08/2017,no,14:11:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,A,1,1,1
tumaini,1,1,50,50,0,cash,no,no,yes,no,no,no,no,26/08/2017,no,11:12:00,morning,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,11,A,1,1,1
tumaini,2,1,71,500,429,cash,yes,yes,no,no,no,no,no,26/08/2017,no,12:01:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,12,A,1,1,1
tumaini,2,2,115,115,0,cash,yes,no,yes,no,no,no,no,26/08/2017,no,11:18:00,morning,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,11,A,1,1,1
tumaini,3,3,280,400,120,cash,yes,yes,yes,no,no,no,no,26/08/2017,no,16:31:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,B,1,1,1
tumaini,2,1,260,500,240,cash,yes,no,no,no,no,no,no,26/08/2017,no,16:59:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,A,1,1,1
tumaini,1,1,270,1000,730,cash,yes,no,no,no,no,no,no,26/08/2017,no,12:33:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,12,A,1,1,1
tumaini,3,2,110,110,0,mpesa,yes,yes,no,no,no,no,no,26/08/2017,no,13:36:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,13,B,1,1,1
tumaini,2,2,110,110,0,cash,no,no,yes,no,no,yes,no,26/08/2017,no,14:36:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,A,1,1,1
tumaini,1,1,55,100,45,cash,no,no,yes,no,no,no,no,26/08/2017,no,15:13:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,A,1,1,1
tumaini,1,1,94,100,6,cash,yes,no,no,no,no,no,no,26/08/2017,no,18:24:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,18,A,1,1,1
tumaini,1,1,100,100,0,cash,yes,no,no,no,no,no,no,26/08/2017,no,17:44:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,5,2,823,823,0,mpesa,yes,no,no,yes,no,no,no,26/08/2017,no,17:35:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,B,1,1,1
tumaini,2,2,119,1000,881,cash,yes,no,no,no,no,yes,no,26/08/2017,no,14:49:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,14,A,1,1,1
tumaini,16,5,2304,3000,696,mpesa,yes,yes,yes,yes,no,yes,no,26/08/2017,no,15:38:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,15,B,0,5,1
tumaini,7,2,522,1000,478,cash,yes,no,yes,no,no,no,no,26/08/2017,no,16:14:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,B,1,1,1
tumaini,5,2,785,1000,215,cash,yes,no,no,yes,no,no,no,26/08/2017,no,16:54:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,16,B,1,1,1
tumaini,2,1,170,500,330,cash,no,no,yes,no,no,no,no,26/08/2017,no,17:15:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
tumaini,2,2,92,200,108,cash,no,yes,yes,no,no,no,no,26/08/2017,no,17:02:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017,17,A,1,1,1
